ni.var.psp://localhost/Variable Library/Variable1,Read from HW,Double,tag0
ni.var.psp://localhost/Variable Library/Variable2,Read from HW,Double,tag1
ni.var.psp://localhost/Variable Library/Variable3,Read from HW,Double,tag2
ni.var.psp://localhost/Variable Library/Variable4,Read from HW,Double,tag3
ni.var.psp://localhost/Variable Library/Variable5,Read from HW,Double,tag4
ni.var.psp://localhost/Variable Library/Variable6,Read from HW,Double,tag5
ni.var.psp://localhost/Variable Library/Variable7,Read from HW,Double,tag6
ni.var.psp://localhost/Variable Library/Variable8,Read from HW,Double,tag7
ni.var.psp://localhost/Variable Library/Variable9,Read from HW,Double,tag8
ni.var.psp://localhost/Variable Library/Variable10,Read from HW,Double,tag9
ni.var.psp://localhost/Variable Library/Variable11,Read from HW,Double,tag10
ni.var.psp://localhost/Variable Library/Variable12,Read from HW,Double,tag11
ni.var.psp://localhost/Variable Library/Variable13,Read from HW,Double,tag12
ni.var.psp://localhost/Variable Library/Variable14,Read from HW,Double,tag13
ni.var.psp://localhost/Variable Library/Variable15,Read from HW,Double,tag14
ni.var.psp://localhost/Variable Library/Variable16,Read from HW,Double,tag15
ni.var.psp://localhost/Variable Library/Variable17,Read from HW,Double,tag16
ni.var.psp://localhost/Variable Library/Variable18,Read from HW,Double,tag17
ni.var.psp://localhost/Variable Library/Variable19,Read from HW,Double,tag18
ni.var.psp://localhost/Variable Library/Variable20,Read from HW,Double,tag19
ni.var.psp://localhost/Variable Library/Variable21,Read from HW,Double,tag20
ni.var.psp://localhost/Variable Library/Variable22,Read from HW,Double,tag21
ni.var.psp://localhost/Variable Library/Variable23,Read from HW,Double,tag22
ni.var.psp://localhost/Variable Library/Variable24,Read from HW,Double,tag23
ni.var.psp://localhost/Variable Library/Variable25,Read from HW,Double,tag24
ni.var.psp://localhost/Variable Library/Variable26,Read from HW,Double,tag25
ni.var.psp://localhost/Variable Library/Variable27,Read from HW,Double,tag26
ni.var.psp://localhost/Variable Library/Variable28,Read from HW,Double,tag27
ni.var.psp://localhost/Variable Library/Variable29,Read from HW,Double,tag28
ni.var.psp://localhost/Variable Library/Variable30,Read from HW,Double,tag29
ni.var.psp://localhost/Variable Library/Variable31,Read from HW,Double,tag30
ni.var.psp://localhost/Variable Library/Variable32,Read from HW,Double,tag31
ni.var.psp://localhost/Variable Library/Variable33,Read from HW,Double,tag32
ni.var.psp://localhost/Variable Library/Variable34,Read from HW,Double,tag33
ni.var.psp://localhost/Variable Library/Variable35,Read from HW,Double,tag34
ni.var.psp://localhost/Variable Library/Variable36,Read from HW,Double,tag35
ni.var.psp://localhost/Variable Library/Variable37,Read from HW,Double,tag36
ni.var.psp://localhost/Variable Library/Variable38,Read from HW,Double,tag37
ni.var.psp://localhost/Variable Library/Variable39,Read from HW,Double,tag38
ni.var.psp://localhost/Variable Library/Variable40,Read from HW,Double,tag39
ni.var.psp://localhost/Variable Library/Variable41,Read from HW,Double,tag40
ni.var.psp://localhost/Variable Library/Variable42,Read from HW,Double,tag41
ni.var.psp://localhost/Variable Library/Variable43,Read from HW,Double,tag42
ni.var.psp://localhost/Variable Library/Variable44,Read from HW,Double,tag43
ni.var.psp://localhost/Variable Library/Variable45,Read from HW,Double,tag44
ni.var.psp://localhost/Variable Library/Variable46,Read from HW,Double,tag45
ni.var.psp://localhost/Variable Library/Variable47,Read from HW,Double,tag46
ni.var.psp://localhost/Variable Library/Variable48,Read from HW,Double,tag47
ni.var.psp://localhost/Variable Library/Variable49,Read from HW,Double,tag48
ni.var.psp://localhost/Variable Library/Variable50,Read from HW,Double,tag49
ni.var.psp://localhost/Variable Library/Variable51,Read from HW,Double,tag50
ni.var.psp://localhost/Variable Library/Variable52,Read from HW,Double,tag51
ni.var.psp://localhost/Variable Library/Variable53,Read from HW,Double,tag52
ni.var.psp://localhost/Variable Library/Variable54,Read from HW,Double,tag53
ni.var.psp://localhost/Variable Library/Variable55,Read from HW,Double,tag54
ni.var.psp://localhost/Variable Library/Variable56,Read from HW,Double,tag55
ni.var.psp://localhost/Variable Library/Variable57,Read from HW,Double,tag56
ni.var.psp://localhost/Variable Library/Variable58,Read from HW,Double,tag57
ni.var.psp://localhost/Variable Library/Variable59,Read from HW,Double,tag58
ni.var.psp://localhost/Variable Library/Variable60,Read from HW,Double,tag59
ni.var.psp://localhost/Variable Library/Variable61,Read from HW,Double,tag60
ni.var.psp://localhost/Variable Library/Variable62,Read from HW,Double,tag61
ni.var.psp://localhost/Variable Library/Variable63,Read from HW,Double,tag62
ni.var.psp://localhost/Variable Library/Variable64,Read from HW,Double,tag63
ni.var.psp://localhost/Variable Library/Variable65,Read from HW,Double,tag64
ni.var.psp://localhost/Variable Library/Variable66,Read from HW,Double,tag65
ni.var.psp://localhost/Variable Library/Variable67,Read from HW,Double,tag66
ni.var.psp://localhost/Variable Library/Variable68,Read from HW,Double,tag67
ni.var.psp://localhost/Variable Library/Variable69,Read from HW,Double,tag68
ni.var.psp://localhost/Variable Library/Variable70,Read from HW,Double,tag69
ni.var.psp://localhost/Variable Library/Variable71,Read from HW,Double,tag70
ni.var.psp://localhost/Variable Library/Variable72,Read from HW,Double,tag71
ni.var.psp://localhost/Variable Library/Variable73,Read from HW,Double,tag72
ni.var.psp://localhost/Variable Library/Variable74,Read from HW,Double,tag73
ni.var.psp://localhost/Variable Library/Variable75,Read from HW,Double,tag74
ni.var.psp://localhost/Variable Library/Variable76,Read from HW,Double,tag75
ni.var.psp://localhost/Variable Library/Variable77,Read from HW,Double,tag76
ni.var.psp://localhost/Variable Library/Variable78,Read from HW,Double,tag77
ni.var.psp://localhost/Variable Library/Variable79,Read from HW,Double,tag78
ni.var.psp://localhost/Variable Library/Variable80,Read from HW,Double,tag79
ni.var.psp://localhost/Variable Library/Variable81,Read from HW,Double,tag80
ni.var.psp://localhost/Variable Library/Variable82,Read from HW,Double,tag81
ni.var.psp://localhost/Variable Library/Variable83,Read from HW,Double,tag82
ni.var.psp://localhost/Variable Library/Variable84,Read from HW,Double,tag83
ni.var.psp://localhost/Variable Library/Variable85,Read from HW,Double,tag84
ni.var.psp://localhost/Variable Library/Variable86,Read from HW,Double,tag85
ni.var.psp://localhost/Variable Library/Variable87,Read from HW,Double,tag86
ni.var.psp://localhost/Variable Library/Variable88,Read from HW,Double,tag87
ni.var.psp://localhost/Variable Library/Variable89,Read from HW,Double,tag88
ni.var.psp://localhost/Variable Library/Variable90,Read from HW,Double,tag89
ni.var.psp://localhost/Variable Library/Variable91,Read from HW,Double,tag90
ni.var.psp://localhost/Variable Library/Variable92,Read from HW,Double,tag91
ni.var.psp://localhost/Variable Library/Variable93,Read from HW,Double,tag92
ni.var.psp://localhost/Variable Library/Variable94,Read from HW,Double,tag93
ni.var.psp://localhost/Variable Library/Variable95,Read from HW,Double,tag94
ni.var.psp://localhost/Variable Library/Variable96,Read from HW,Double,tag95
ni.var.psp://localhost/Variable Library/Variable97,Read from HW,Double,tag96
ni.var.psp://localhost/Variable Library/Variable98,Read from HW,Double,tag97
ni.var.psp://localhost/Variable Library/Variable99,Read from HW,Double,tag98
ni.var.psp://localhost/Variable Library/Variable100,Read from HW,Double,tag99
